1.	1.0	1.0	-0.9999829513999359	-1.0
0.9	0.9999852792600731	1.0	-0.9999606307917489	-1.0
0.95	1.000011040554945	1.0	-1.0000180927809843	-1.0
0.8	0.9999365875818533	1.0	-0.9998610047649275	-1.0
0.85	1.0000217980187378	1.0	-1.0000404133891714	-1.0
0.7	0.999775530492357	1.0	-0.9995294631281345	-1.0
0.75	1.0000573803989754	1.0	-1.0001177188078059	-1.0
0.6	0.9992428031963305	1.0	-0.9984465653638777	-1.0
0.65	1.0001750759643766	1.0	-1.0003719550259642	-1.0
0.5	0.9974807052171671	1.0	-0.9949491218979077	-1.0
0.55	1.0005643766807029	1.0	-1.0012006165720624	-1.0
0.4	0.9916522272860885	1.0	-0.9838736099247665	-1.0
0.45	1.001852063665476	1.0	-1.0038693984919334	-1.0
0.3	0.972373415667906	0.9999999999999064	-0.9501125042835872	-1.0
0.35	1.006111335999725	0.9999999999999993	-1.0122761285452029	-1.0
0.2	0.9086050387769953	0.9999999979388464	-0.8551878806760422	-1.0
0.25	1.0201996983360888	0.9999999999861121	-1.0376305041331115	-1.0
0.1	0.697678869060907	0.9999546000702375	-0.6388135081684613	-1.0
0.15	1.0667996660640615	0.9999996940976795	-1.1072007521527474	-1.0
0.	-0.0	-0.0	-0.49200938368051716	-1.0
0.05	1.2209380208565876	0.9932620530009145	-1.2540048766406922	-1.0
